mgi_symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B
Gm4691,1.170024543,4.68218337,2.581769208,0.019792413,0.265904983,-4.182154098
Gm5096,2.922441215,1.762728574,6.285955267,9.69E-06,0.003267772,3.501116697
Gm5228,1.143252903,-0.250397986,3.456807174,0.003149566,0.113029199,-2.287597043
Gm5424,-1.691697242,7.561046385,-6.053076669,1.51E-05,0.004382029,2.808461632
Gm5662,-1.05190421,-0.557258711,-4.610007808,0.000272778,0.024044456,0.097963771
Gm5844,-1.123703675,3.575375343,-3.810720058,0.001479211,0.072257641,-1.624500653
Gm6654,1.395701327,2.608337304,2.387908904,0.029293264,0.337094513,-4.450581132
Gm7027,1.360566148,0.9278089,2.963202237,0.008971716,0.211373225,-3.245409791
Gm8355,-1.065301176,3.895507967,-3.785532472,0.001560918,0.074483493,-1.680744488
Gm853,-2.891696236,5.005454662,-8.213611186,3.30E-07,0.000396884,6.816717739
Gm8606,1.26418596,1.214021612,5.020126446,0.000116877,0.014169319,1.018907886
Gm9905,1.060082419,0.352042696,2.435502843,0.02662568,0.31719225,-4.258035367
Gnrh1,-1.113373675,2.567304849,-3.374737549,0.003751962,0.125977425,-2.421615383
Golm1,1.567831432,2.505895571,6.03948075,1.55E-05,0.004467315,2.979370915
Gpld1,1.020459025,1.36223961,3.318305077,0.004231156,0.135849001,-2.502743754
Gpm6a,-1.163787051,7.515633161,-4.707872889,0.000222491,0.021351224,0.055920835
Grem1,1.950223703,0.359903415,7.894404983,5.58E-07,0.00054932,6.334481971
Grin2c,-1.3747042,0.610872074,-3.770530331,0.001611722,0.076152084,-1.588167899
Gsap,-1.163779435,2.364218607,-4.659387433,0.000246098,0.022623968,0.235849388
Gsdmc4,-1.032394951,-0.246423828,-3.168909541,0.005811635,0.163648376,-3.190863119
Gss,-1.021644936,7.920047984,-5.90581398,2.00E-05,0.005069682,2.506367538
Gsta1,1.932193147,0.210387777,4.576377907,0.000292623,0.025282772,-0.006750713
Gsta2,4.047805891,5.73212707,8.483584422,2.14E-07,0.000319015,7.228295937
Gsta3,2.238396294,5.599324256,6.500727643,6.49E-06,0.002749388,3.717526681
Gstm1,1.150551893,9.847464757,4.276370944,0.00054977,0.038315687,-0.976598151
Gstm6,1.340243659,1.981288529,5.120658973,9.52E-05,0.01239874,1.205765548
Gsto1,1.680711322,5.129044827,7.977197385,4.87E-07,0.000494657,6.391881497
Gtf3c6,-1.034594554,5.636730574,-4.741832073,0.000207346,0.020441785,0.228275657
Guk1,1.160734511,6.794010054,4.61855577,0.000267956,0.023813453,-0.123060692
Gusb,-2.003338621,4.664080599,-5.797977824,2.47E-05,0.005971369,2.427908556
Hacl1,1.419467045,2.804594489,2.738296791,0.01434385,0.265904983,-3.854587512
Hapln1,-2.499954523,0.227425485,-7.207635825,1.81E-06,0.001260323,5.184628504
Hdc,-2.534817479,6.377274797,-7.166695531,1.95E-06,0.001295348,4.956485815
Hdhd3,-1.159074244,5.369130969,-3.525821724,0.002718148,0.103284844,-2.322318786
Hebp2,1.018972193,1.866552093,3.85536494,0.001344799,0.068313284,-1.435574149
Henmt1,-1.172853454,0.066116406,-2.76270667,0.013636329,0.265904983,-3.685468535
Herc4,-1.003114884,5.770324864,-5.053947111,0.000109074,0.013373128,0.823570172
Hexdc,-1.314323176,1.963373907,-4.478811016,0.00035895,0.029201822,-0.119324175
Hfe,1.446910267,3.802256594,6.59592638,5.44E-06,0.002396654,3.988405367
Hhip,-1.17004633,-0.46150048,-5.358367839,5.89E-05,0.009281613,1.385674194
Hif3a,1.147133342,0.659874173,2.4320496,0.026811256,0.318624177,-4.280390629
Hist2h3c2,-1.125797793,2.819199319,-4.501570919,0.00034222,0.028153506,-0.103034713
Hist3h2ba,1.349574676,2.734171305,2.476378283,0.024519211,0.300535668,-4.267729331
Hjurp,1.141776774,4.522733014,6.029158711,1.58E-05,0.004497052,2.898904058
Hjurp,1.141776774,4.522733014,6.029158711,1.58E-05,0.004497052,2.898904058
Hk1os,1.001330331,0.407893982,3.375086204,0.003749175,0.125977425,-2.380247403
Hmcn2,-1.183809259,3.11133186,-4.848367904,0.00016633,0.017730992,0.588296456
Hmgcs2,5.559754343,4.174273595,6.437783524,7.29E-06,0.00291252,3.689872739
Hnf1b,-1.000958153,5.534580221,-2.480879668,0.02429712,0.298829027,-4.465307542
Hnf4aos,-1.27583528,4.025537654,-3.871551059,0.001299161,0.066699524,-1.518290825
Hoga1,-1.225904972,5.737036774,-3.133802168,0.006260318,0.171442098,-3.208231979
Hrg,-1.209639814,-0.196111423,-4.615071511,0.000269911,0.023889064,0.189182021
Hrk,2.500978525,1.866090315,4.68185581,0.000234855,0.022048897,0.305139359
Hs6st2,-1.263047087,1.628713843,-2.881893096,0.01063867,0.236730912,-3.438793682
Hsd11b1,-1.015127047,6.052456631,-3.809824447,0.001482042,0.072279101,-1.842304162
Hsd17b11,-1.753000822,8.180725687,-9.838705898,2.75E-08,0.000130004,9.229631597
Hsd3b1,1.058521841,-0.342900651,3.818786935,0.001453962,0.071605134,-1.601124831
Hsf2bp,-1.774126385,4.349982652,-4.376562959,0.000445022,0.033606715,-0.497446242
Hsp90aa1,-1.058358536,5.338480329,-3.438238233,0.003276846,0.115490153,-2.541807948
Hsph1,-1.104599369,6.614336779,-4.007554902,0.000972339,0.055961188,-1.370223632
Htra1,-1.261693087,6.537692857,-5.284506436,6.83E-05,0.010269754,1.293954475
Hykk,-1.792929895,6.863666125,-3.378058296,0.003725503,0.125441429,-2.764143995
Idi1,-1.810839539,1.077699127,-6.615609706,5.25E-06,0.002366183,4.139977369
Ifi27,1.668147108,6.377047619,4.998443491,0.00012218,0.014689151,0.738647751
Ifi27l2a,1.890465131,4.451084671,4.316543736,0.000505052,0.036624034,-0.585443477
Ifih1,1.417738996,2.517312934,5.686555518,3.07E-05,0.006794465,2.331556508
Ifit1,3.038313669,3.871506665,5.643746428,3.34E-05,0.007019308,2.159092928
Ifit3,1.419408025,4.560487621,2.967304016,0.008894734,0.210708307,-3.447317442
Ifitm3,1.074304521,8.035195506,5.916174721,1.96E-05,0.005027905,2.511141796
Ifitm7,-1.527832519,0.398697228,-2.763401731,0.013616683,0.265904983,-3.657240466
Ifrd2,-1.224781292,4.751283477,-6.703349559,4.47E-06,0.002133536,4.156871491
Igf2,1.221632402,0.774997061,2.773181134,0.013343153,0.265904983,-3.625707051
Il17rb,1.094403643,4.297321671,3.170708892,0.005789511,0.163614843,-3.015660435
Il1rn,1.48261896,0.554135287,3.426088142,0.003362882,0.117470163,-2.321904053
Il33,1.254188324,2.476735768,4.08612475,0.000822743,0.050487645,-1.017969944
Il34,-1.606697126,7.055872388,-3.980879402,0.001029147,0.057921284,-1.444575026
Inmt,-2.814887787,7.324428285,-4.563335299,0.00030071,0.025569241,-0.261121428
Insl6,1.060236959,2.419538274,2.975852737,0.008736356,0.208472954,-3.345702195
Irf5,-1.590806112,1.672555039,-3.467145348,0.003080846,0.111208515,-2.228972539
Irf7,2.489842186,5.394899793,9.170483057,7.36E-08,0.000185259,8.342306525
Irf9,1.11620226,5.560478128,3.249554808,0.004897375,0.148638423,-2.939656315
Isg15,1.814783188,2.022347896,4.749074785,0.000204255,0.0203222,0.456483502
Isoc2b,-1.206670751,4.268430006,-3.85435669,0.001347695,0.068380118,-1.57312549
Itih2,-1.028936504,-0.199364466,-2.91005833,0.010029727,0.22774743,-3.416762876
Itpka,1.136313106,0.232886852,4.129712031,0.000750017,0.047387955,-0.807934688
Kap,-3.103296084,13.97065355,-5.05400307,0.000109061,0.013373128,0.517961729
Kcne4,-1.13165869,1.357305255,-2.690596732,0.01582977,0.265904983,-3.792889739
Kcng1,-1.83143871,0.949647803,-4.252411146,0.000578334,0.039793763,-0.567034655
Kcnip2,2.744349019,1.519092672,6.408240865,7.71E-06,0.00291252,3.73798308
Kcnk5,-1.299800793,7.197623688,-3.623749089,0.002205162,0.090719415,-2.208237943
Khdrbs2,-1.779185368,0.174824379,-4.803713054,0.000182404,0.018751647,0.56482637
Khdrbs3,-1.17293871,3.818067519,-6.164737717,1.22E-05,0.003743092,3.155396704
Kif12,-1.19707419,6.25650096,-4.013417035,0.000960285,0.055554663,-1.336770069
Klhdc1,1.138288231,3.431725125,4.088158769,0.000819196,0.050433548,-1.100649483
Klhl30,1.13179355,0.413667575,3.051945482,0.007442721,0.189706111,-3.071978557
Klrg2,1.074718312,0.922951944,2.655865682,0.017003547,0.265904983,-3.841838531
Kng1,1.034675025,2.792844006,2.411219205,0.027956784,0.32719568,-4.369456293
Krt10,-1.083168074,1.298955781,-4.181202578,0.000672432,0.043694848,-0.738924394
Krt15,-1.498952929,0.495149099,-3.001258377,0.008281741,0.201639264,-3.165496374
Krt20,1.646840611,0.331864578,4.272213817,0.000554621,0.038514536,-0.612054782
Krt5,-1.18537812,-0.216826576,-3.900965907,0.001220175,0.064011118,-1.48381848
Kynu,3.437250374,2.81224313,8.804310471,1.29E-07,0.000253851,7.827809863
Lacc1,-1.244698522,1.935262721,-4.135694718,0.000740556,0.046995991,-0.832199925
Lactb2,-1.155835131,7.409575369,-3.426867846,0.003357294,0.117464582,-2.692107435
Lbr,-1.389455807,4.92308142,-5.313078195,6.45E-05,0.009832438,1.445691507
Lcn2,2.435122593,2.785807627,2.815098239,0.012229649,0.256443418,-3.583390484
Ldhd,-1.426369316,8.879751607,-8.692743678,1.54E-07,0.000265891,7.442238691
Ldlr,-1.620216697,4.33840275,-5.843629707,2.26E-05,0.005588612,2.517802872
Lgals3bp,2.03605424,8.294181174,9.52059198,4.37E-08,0.000145345,8.784302195
Lgals9,1.201051757,3.664085911,3.521416928,0.002743833,0.103805241,-2.277400802
Lin7a,-1.068558429,2.650599713,-5.768570743,2.62E-05,0.006254123,2.49491279
Lipo1,-2.753569546,4.971237524,-9.303924547,6.02E-08,0.000185259,8.506256997
Lipo1,-2.753569546,4.971237524,-9.303924547,6.02E-08,0.000185259,8.506256997
Lipo2,-3.363566791,0.685130284,-7.792850892,6.62E-07,0.000577406,6.220745978
Lipo4,-1.058308888,-0.641905566,-5.241665728,7.45E-05,0.010807599,1.177444638
Lmbrd2,-1.106036714,4.441236482,-6.984548286,2.69E-06,0.001593873,4.679762624
Lmbrd2,-1.106036714,4.441236482,-6.984548286,2.69E-06,0.001593873,4.679762624
Lrfn3,1.098566465,1.61140606,3.520157123,0.002751223,0.103818987,-2.092154226
Lrg1,1.279838084,5.120022,2.413791689,0.02781286,0.326466015,-4.58070377
Lrrc23,-1.10946718,0.448326417,-3.17897546,0.005688929,0.162484483,-2.860876834
Lrrc32,1.008120655,4.372100909,4.329251079,0.00049169,0.035885929,-0.604728178
Ltc4s,1.850768177,3.338609629,8.429482489,2.33E-07,0.000325357,7.237838635
Lypla1,-1.328312018,8.600746603,-5.193351,8.22E-05,0.011323506,1.003620512
Lyplal1,1.279122857,5.759546225,6.401514806,7.80E-06,0.00291252,3.513576622
Lztr1,-1.068784671,6.089204727,-4.715303773,0.000219083,0.021206693,0.143214361
Mab21l3,1.018050092,0.172568655,2.409277009,0.028065909,0.328206581,-4.30251027
Macrod2,-2.529435812,7.220055362,-5.685833157,3.08E-05,0.006794465,2.074830401
Maff,1.243462236,1.462233447,2.957806326,0.009073976,0.212232544,-3.275522284
Maoa,1.061924775,3.32838962,2.149350839,0.046859372,0.441959273,-4.952755661
Maob,2.347249702,2.964245246,4.888469973,0.000153134,0.016950436,0.652703187
Map3k14,-1.054038383,3.448575807,-6.016119586,1.62E-05,0.004521766,2.945195504
Mapk13,1.615406265,5.108905,4.093723389,0.00080957,0.050069647,-1.098491107
Mas1,-1.319644113,0.955009766,-3.32976428,0.004129183,0.133765747,-2.47408904
Mat2a,-1.083628876,8.324035107,-5.718823742,2.88E-05,0.006672193,2.092958356
Mat2a,-1.083628876,8.324035107,-5.718823742,2.88E-05,0.006672193,2.092958356
Mcm10,-1.709104185,2.468634563,-5.29718139,6.66E-05,0.010045854,1.542955274
Mcm6,1.17500676,1.880333229,3.003785001,0.008237813,0.20122788,-3.192449721
Mdk,-2.031559204,7.22525858,-3.531339393,0.002686312,0.102649691,-2.420548378
Me1,-1.732808647,5.650101938,-6.33519709,8.84E-06,0.003088471,3.379574045
Med14,-1.064957059,5.160197418,-5.675169122,3.14E-05,0.006830647,2.11730879
Mep1b,-2.29613492,3.963745212,-4.224280759,0.000613798,0.041186325,-0.786296691
Met,-1.582719968,6.262368547,-6.598908522,5.41E-06,0.002396654,3.860096273
Mfsd2a,-2.840498266,3.185836826,-6.591933633,5.48E-06,0.002396654,4.017015844
Mgl2,-1.630681622,0.265987954,-5.64631331,3.32E-05,0.007017986,2.220446993
Mgmt,1.32846724,4.301721692,5.182586891,8.40E-05,0.011435456,1.224383906
Mgst1,1.963015121,4.545903682,5.13116398,9.32E-05,0.012260469,1.033104993
Mgst3,1.010309679,6.26996385,4.513173412,0.000333999,0.027692502,-0.323180594
Mif,1.650752469,9.800646486,8.848430468,1.20E-07,0.000248339,7.663397246
Miox,-1.224604912,9.334940176,-2.939636744,0.009426732,0.218175301,-3.74881234
Mlec,-1.016195133,7.587673962,-5.95878319,1.81E-05,0.004780414,2.617676497
Mn1,-1.028503767,1.681950328,-3.058969912,0.007333213,0.187955082,-3.084330726
Mpped1,-2.405352767,3.074181596,-4.651742023,0.000250047,0.022623968,0.168837107
Mpv17l,-1.644346235,7.390242037,-4.791088958,0.00018723,0.019070785,0.231046381
Mrap2,-1.387746752,3.512088897,-3.269216174,0.004696925,0.14530587,-2.747543399
Msantd3,-1.368316569,1.939577352,-3.968745321,0.001056084,0.058977193,-1.203339747
Mt1,1.836771017,8.878200442,9.171282138,7.35E-08,0.000185259,8.198747505
Mt2,1.094581226,6.364184645,3.923472245,0.001163019,0.062684283,-1.578913187
Mthfd2,1.627760912,3.0808601,3.960728928,0.00107427,0.059455735,-1.254313346
Mtmr7,-2.126114687,1.048969526,-6.957039445,2.82E-06,0.001608231,4.782877876
Muc13,1.846999268,0.328490262,4.672725524,0.000239359,0.022278421,0.218788595
Mustn1,1.040712822,2.298573286,4.824547342,0.000174716,0.01839827,0.566187087
Mvd,-1.147978432,8.422312907,-3.227193478,0.005135626,0.152448483,-3.079651258
Mx2,1.184366592,1.975870399,2.581459791,0.019804926,0.265904983,-4.016389319
Myl6b,-1.205682787,3.12311788,-2.413132971,0.027849647,0.32663127,-4.395125852
Myo5a,-1.292192659,2.920010611,-4.86538493,0.000160594,0.017419783,0.621027858
Myo5c,1.07471949,1.989321876,6.674272922,4.71E-06,0.00218012,4.228738792
Myom3,-1.839693513,0.262382518,-6.137592549,1.28E-05,0.003885439,3.246907112
Naip2,-1.049715986,0.634996546,-3.304109955,0.004360937,0.139034409,-2.522209291
Nepn,-1.456674552,2.568158531,-5.393392321,5.49E-05,0.008913045,1.694955617
Neurog2,-1.579159079,0.090878355,-3.629125386,0.002179982,0.090258821,-1.863374316
Nfil3,2.135189669,2.674076318,3.77904212,0.001582697,0.075273751,-1.646327463
Nlrc4,-1.845165971,0.72277078,-6.089024309,1.41E-05,0.004190068,3.169758433
Nlrp4b,2.261216216,1.058090809,2.748623357,0.014040321,0.265904983,-3.794919128
Nol3,1.135710236,4.772294783,2.67390032,0.016383999,0.265904983,-4.06189208
Notum,-1.313882989,1.199831843,-3.570981484,0.002468255,0.097380181,-2.022940086
Npl,1.483014676,3.095748933,4.472420772,0.000363796,0.029265952,-0.200559059
Npnt,1.129366036,7.113432787,3.73839681,0.001726192,0.079393846,-2.027542388
Npr3,-1.331000197,3.283523344,-5.708012611,2.94E-05,0.006778852,2.299686206
Nr1i3,1.094965324,-0.044696723,3.519716716,0.002753811,0.103818987,-2.183471226
Nrg1,1.633008754,1.092532844,4.850851206,0.00016548,0.017687697,0.668217764
Ntng1,-2.404344963,2.023377832,-5.042666789,0.000111615,0.013607625,1.07504505
Nudt12,-1.054430254,4.538655573,-3.330177302,0.004125553,0.133765747,-2.723402976
Nudt19,-1.740164608,8.203085232,-5.738411064,2.77E-05,0.006490531,2.144631721
Nwd2,-1.67094615,0.615708257,-5.006222117,0.00012025,0.014537433,1.022734311
Nxph4,-1.069014625,0.987309046,-2.272429696,0.036844295,0.385919918,-4.548896505
Oas1b,1.068440392,2.4610136,2.848285405,0.01141232,0.246469668,-3.513828642
Oas1c,1.365544679,3.304479838,6.411927645,7.65E-06,0.00291252,3.720740138
Oasl1,1.501875199,2.234657348,3.870552625,0.001301931,0.066762517,-1.374158591
Oasl2,1.379372736,1.861662032,3.32447095,0.004175982,0.134676961,-2.526984746
Odc1,-1.938693261,6.719013845,-4.370263664,0.000450966,0.033713808,-0.613241869
Ophn1,-1.17277023,3.26113697,-2.58547827,0.019642994,0.265904983,-4.107783762
Osbpl3,-1.133638301,6.421747102,-8.745112486,1.42E-07,0.000265891,7.621403446
Oxct1,-1.281052892,10.17723542,-5.482433732,4.60E-05,0.008595206,1.540472616
Pappa,1.225520918,4.188408,5.495715493,4.48E-05,0.008595206,1.858818697
Paqr7,-1.137862119,7.787857822,-3.508166051,0.002822566,0.104838369,-2.464274866
Pcdh17,-1.045452821,4.534107305,-3.00287812,0.008253554,0.201247213,-3.394816158
Pced1b,1.040802439,1.859715969,3.974576797,0.001043051,0.058475695,-1.204314783
Pcsk2os1,-2.245607902,-0.274964637,-7.971286307,4.91E-07,0.000494657,6.271361588
Pcyox1l,-1.216534205,4.367811794,-3.560751458,0.002522776,0.098721285,-2.194489957
Pde11a,-1.127029148,2.307802412,-2.911378965,0.010002022,0.22759596,-3.356365316
Pde3b,1.034149654,3.123122455,5.162024694,8.75E-05,0.011802728,1.186107995
Pde6a,-2.635968135,3.904777658,-9.827986013,2.79E-08,0.000130004,9.351148851
Pdk1,1.26034775,4.681901791,6.259783531,1.02E-05,0.003333527,3.290074316
Pdss1,-1.234167435,3.785252392,-5.035423116,0.000113279,0.013771694,0.900684259
Pdzd2,-1.006996856,5.035027581,-4.943556668,0.000136733,0.015865467,0.681858313
Pdzrn3,-1.466729658,4.010461982,-4.81196729,0.000179317,0.018606518,0.426065432
Pecr,-1.426779055,10.72456578,-5.936162136,1.89E-05,0.004895369,2.451374994
Pepd,-1.158548662,7.392915701,-3.833803938,0.001408107,0.069808564,-1.810147456
Pex5l,-1.038174407,-0.263041197,-2.725795473,0.014719761,0.265904983,-3.745225066
Phf11a,1.233801914,0.796156334,3.008543829,0.008155691,0.199987712,-3.14037831
Phf11d,1.92136143,2.690483325,4.384289017,0.00043784,0.033351939,-0.399334918
Phlda3,2.147082871,4.07248089,5.455471891,4.85E-05,0.008595206,1.829794985
Phlpp2,-1.029225721,2.503147769,-3.231048774,0.005093749,0.151957005,-2.777292182
Pi4ka,-1.398045214,7.066716708,-9.783419334,2.98E-08,0.000130004,9.190709365
Pkm,1.41222208,7.839836315,8.603374479,1.77E-07,0.000273241,7.346288368
Pla2g16,1.012013934,4.932575358,2.66558639,0.016666872,0.265904983,-4.100293309
Pla2g2e,1.030125435,-0.631224519,3.759253027,0.001651001,0.077249,-1.774372264
Plch1,1.170143468,-0.059329362,10.44105064,1.18E-08,0.000108178,10.24068568
Plekha8,-1.144102107,4.756058945,-3.916740571,0.001179826,0.063063214,-1.488143222
Plekhn1,-1.084470106,0.275785025,-5.131419602,9.32E-05,0.012260469,1.070921325
Plekhn1,-1.084470106,0.275785025,-5.131419602,9.32E-05,0.012260469,1.070921325
Plin2,1.313462946,6.468291364,3.8443002,0.001376922,0.069053517,-1.706046014
Plin4,1.86473032,1.847998503,3.025134838,0.007875593,0.195846946,-3.17775109
Plk5,-1.215757222,0.86873539,-3.521416438,0.002743835,0.103805241,-2.073332103
Pllp,-1.28382677,4.617015382,-3.5726148,0.002459659,0.097354334,-2.199228515
Pmpcb,-1.024296074,3.608122743,-3.027732778,0.007832593,0.195220986,-3.301488578
Pnpla3,-1.322567715,0.653142916,-3.585183019,0.002394511,0.095515601,-1.990967953
Podn,-1.417266577,4.896744081,-4.504793366,0.000339916,0.02807553,-0.222962846
Pole4,-1.018325229,5.021363818,-5.417191732,5.24E-05,0.008750773,1.630850508
Pop1,1.081195812,3.513325242,3.835638485,0.001402606,0.069808564,-1.624269149
Ppcs,-1.040650272,6.402542,-3.739070738,0.00172371,0.079364006,-1.910611274
Ppic,-1.642080309,5.546591778,-4.908556664,0.000146932,0.016627287,0.52390332
Ppt2,-1.033807554,5.971768451,-3.102513339,0.006688762,0.177833433,-3.264012422
Prap1,1.353238564,0.152018497,4.616576046,0.000269065,0.023863,0.190415269
Prkar2b,-1.650291844,0.659733318,-3.45144043,0.003185839,0.113627714,-2.239499431
Proc,-1.119221481,6.710025609,-4.470256037,0.000365452,0.029290326,-0.411447547
Proca1,-1.157648311,1.571433185,-2.543864977,0.021382753,0.274857608,-4.048048731
Psrc1,2.261836072,0.735259445,7.837602421,6.14E-07,0.000577406,6.295745757
Ptgfr,1.315250583,4.285480755,6.345558043,8.67E-06,0.003088471,3.499871359
Ptpn22,-1.328600433,0.565831962,-4.635666167,0.000258565,0.02307358,0.260175885
Ptpn5,-1.128065817,-0.114381254,-2.764249214,0.013592767,0.265904983,-3.720681635
Ptprv,1.409581242,0.763519854,4.929856803,0.000140636,0.016102435,0.858308755
Pvr,1.127055892,3.064194936,4.041284131,0.000905015,0.053291242,-1.128845675
Pxdc1,1.186755014,1.172564227,4.125443045,0.000756843,0.047749523,-0.870977852
Pzp,-2.942067779,2.695930616,-6.757840245,4.05E-06,0.002012964,4.348853209
Rab27b,-1.13038219,0.769546676,-4.216967971,0.000623373,0.041469931,-0.607589167
Rab30,1.442283007,0.924459641,3.282532908,0.004565784,0.143297411,-2.587696822
Rab32,-1.231026952,2.607384939,-5.203000113,8.06E-05,0.011175626,1.325633163
Rab38,-1.007990239,2.959529597,-4.014168883,0.00095875,0.055548453,-1.216970023
Ramp3,-1.186542393,7.015181869,-3.931487504,0.001143322,0.061853728,-1.564672561
Rasa3,1.39870873,3.128050642,5.704020765,2.97E-05,0.006787065,2.288568244
Rasd2,1.291493191,3.04420158,4.704680624,0.000223971,0.021351283,0.274874083
Rasl10b,1.149893161,0.917054252,3.798437133,0.001518505,0.073267456,-1.50680003
Rcn1,1.291273433,4.538413865,4.070787132,0.000849997,0.051668354,-1.146518144
Rdh10,-1.01782864,4.578229927,-5.744006831,2.74E-05,0.006490272,2.286384323
Reep6,2.314453294,6.871728976,9.721483396,3.25E-08,0.000130004,9.11664704
Ren1,1.924898279,8.45719918,8.292551298,2.90E-07,0.000359169,6.791266983
Ren1,1.924898279,8.45719918,8.292551298,2.90E-07,0.000359169,6.791266983
Retsat,1.083255737,7.374445437,3.726251651,0.001771551,0.080793173,-2.033436666
Rgs14,-1.143227066,3.298483451,-2.972673841,0.008794926,0.209316325,-3.379485463
Rgs2,1.046083361,6.427051692,5.385127035,5.58E-05,0.008983494,1.515286805
Rhov,-1.64158559,2.902010614,-3.717211011,0.001806089,0.081485696,-1.76738702
Rims2,-1.136716355,1.12303183,-3.21508558,0.005269364,0.154930748,-2.706509925
Rnase6,-1.075375174,0.675786337,-2.779316628,0.013174257,0.265904983,-3.592164594
Rnf152,-1.088304806,6.578364813,-7.587477894,9.37E-07,0.000751259,5.670795266
Rnf24,-1.53537112,2.993906843,-5.212318343,7.91E-05,0.011145496,1.316340755
Ror1,-1.180296786,1.531923126,-4.460132356,0.000373302,0.029642581,-0.141310026
Rpl3l,-1.39465556,1.008821528,-3.916315524,0.001180896,0.063063214,-1.252411294
Rpn1,-1.068016552,7.338778377,-4.338578072,0.000482112,0.035452696,-0.717856044
Rpusd1,1.242218693,3.45556984,4.214749461,0.000626308,0.041510902,-0.757830239
Rtp4,1.42796918,4.822673693,2.98292656,0.008607385,0.206615431,-3.424505231
Runx1t1,-1.078632774,1.948534886,-3.655988311,0.002058411,0.087341184,-1.861491515
Rxrg,1.351705787,1.081476088,5.90618459,2.00E-05,0.005069682,2.819609536
S100a9,1.481117179,0.692105155,2.2979496,0.035033858,0.375313214,-4.538441672
S100g,1.459065911,9.247004254,5.063999495,0.000106859,0.013295002,0.71592299
Saa3,1.209965578,-0.386949501,4.061338982,0.000867238,0.052010363,-1.117551209
Sapcd1,1.049282946,1.01066286,3.508432738,0.00282096,0.104838369,-2.120789961
Scg5,2.099502936,5.033757763,6.092771698,1.40E-05,0.004190068,3.009033476
Scgb1c1,1.094908458,0.878333614,3.046414469,0.007530073,0.19132593,-3.057927405
Sdc2,-1.085459243,6.453091625,-4.485918985,0.000353638,0.028878193,-0.374273762
Sec14l3,-1.742900928,1.411271807,-4.375004714,0.000446485,0.033606715,-0.298473226
Sectm1a,-1.235423012,1.105562339,-3.024120079,0.007892451,0.195926902,-3.127732883
Selenbp2,-1.125059136,3.584886412,-5.453092399,4.87E-05,0.008595206,1.786792405
Serpina1f,1.134365045,5.67999587,3.966979385,0.001060063,0.059103153,-1.437427899
Serpinb6a,1.333653502,5.772243576,4.337278345,0.000483435,0.035462845,-0.631084795
Serpinf2,-2.031372278,6.273410763,-5.800767514,2.46E-05,0.005971369,2.351686678
Sesn2,1.12585593,5.807011251,3.453402373,0.00317253,0.113577497,-2.539919228
Sgk1,1.617048006,7.097556912,4.880759672,0.000155585,0.01713413,0.422126142
Sh3bp2,-1.735918437,3.24733804,-3.553976133,0.002559545,0.099355699,-2.168507775
Shisa4,1.482747172,4.943846179,4.739358186,0.000208413,0.020489057,0.294165565
Shroom2,1.22129709,4.276150889,5.661039203,3.23E-05,0.006967803,2.126678894
Slc11a1,-1.046916018,0.640892544,-3.363747822,0.003840861,0.128265794,-2.397284048
Slc12a6,-1.03263418,4.00567312,-5.180219659,8.44E-05,0.011446519,1.21179392
Slc17a3,-1.733169237,7.648472905,-5.566824731,3.89E-05,0.007916701,1.816888114
Slc17a4,-1.334603346,1.760962304,-3.080101568,0.007013203,0.182776358,-3.071400193
Slc18a1,-1.157007369,6.093878616,-5.882625219,2.10E-05,0.005241213,2.509866716
Slc22a12,-1.051298753,8.850645879,-3.192873756,0.005523686,0.160320627,-3.218598527
Slc22a19,-1.252853075,3.960640413,-3.506652449,0.002831702,0.104838369,-2.354210629
Slc22a2,-1.128784951,9.386043598,-4.096774611,0.00080434,0.04994525,-1.29371854
Slc22a22,-2.106623493,2.979848025,-3.644728168,0.002108522,0.088251887,-1.937185134
Slc22a26,-1.054280352,2.061276343,-2.823106924,0.012027376,0.253353853,-3.605073832
Slc22a28,-2.921774825,4.663329309,-7.022017587,2.51E-06,0.001545785,4.743580956
Slc22a30,-2.677957253,5.53740304,-7.017256154,2.54E-06,0.001545785,4.676280871
Slc22a7,-4.037058195,4.74277514,-6.375791647,8.19E-06,0.003003521,3.603772292
Slc25a19,-1.03717603,5.269267406,-6.279315117,9.82E-06,0.003267772,3.330640216
Slc30a2,-1.003320786,5.989215808,-6.265646217,1.01E-05,0.003327486,3.293092003
Slc34a3,-1.310076963,3.612834833,-3.362015193,0.003855066,0.128305455,-2.574965978
Slc36a1,-1.117990332,6.407620629,-4.292742049,0.00053108,0.037618919,-0.783878823
Slc38a3,1.692437698,5.292103738,5.458388979,4.82E-05,0.008595206,1.718951093
Slc39a5,-1.085861285,3.913407935,-2.854615509,0.011262548,0.244332378,-3.565061885
Slc41a2,-1.25627598,4.091343963,-6.973371639,2.74E-06,0.00159697,4.702228678
Slc51a,-2.355219059,6.779952599,-5.656892406,3.26E-05,0.006967803,2.069438773
Slc5a2,-1.243097277,8.052281611,-4.042866517,0.000901975,0.053257138,-1.380910237
Slc6a15,-1.475366752,-0.142782887,-3.85149399,0.001355951,0.068608245,-1.441357662
Slc7a11,1.008259723,0.288361958,2.752145628,0.013938213,0.265904983,-3.650933037
Slc7a12,1.28025809,0.946151015,2.537426735,0.021664684,0.2764291,-4.085302222
